CMDLINE C:\Users\Muell\Anaconda3\envs\Py3.7-TF2.0\python.exe wasseruhr.py
MEM 0.472656 1576609094.2365
MEM 15.468750 1576609094.3442
MEM 23.035156 1576609094.4509
MEM 29.109375 1576609094.5569
MEM 35.445312 1576609094.6638
MEM 39.523438 1576609094.7705
MEM 39.523438 1576609094.8792
MEM 39.523438 1576609094.9859
MEM 45.671875 1576609095.0932
MEM 71.867188 1576609095.1995
MEM 76.550781 1576609095.3064
MEM 80.410156 1576609095.4135
MEM 89.914062 1576609095.5212
MEM 95.675781 1576609095.6289
MEM 102.199219 1576609095.7360
MEM 106.148438 1576609095.8440
MEM 112.410156 1576609095.9512
MEM 119.808594 1576609096.0590
MEM 123.964844 1576609096.1677
MEM 126.300781 1576609096.2784
MEM 127.535156 1576609096.3921
MEM 131.632812 1576609096.5048
MEM 134.332031 1576609096.6145
MEM 137.222656 1576609096.7272
MEM 139.500000 1576609096.8359
MEM 144.777344 1576609096.9436
MEM 147.949219 1576609097.0513
MEM 148.425781 1576609097.1580
MEM 149.968750 1576609097.2657
MEM 151.050781 1576609097.3734
MEM 153.207031 1576609097.4921
MEM 169.390625 1576609097.5998
MEM 171.964844 1576609097.7066
MEM 173.679688 1576609097.8133
MEM 175.367188 1576609097.9190
MEM 178.375000 1576609098.0277
MEM 182.261719 1576609098.1341
MEM 187.355469 1576609098.2408
MEM 191.730469 1576609098.3485
MEM 193.496094 1576609098.4546
MEM 197.042969 1576609098.5613
MEM 200.210938 1576609098.6781
MEM 200.210938 1576609098.7868
MEM 200.210938 1576609098.8919
MEM 200.210938 1576609098.9980
MEM 200.210938 1576609099.1130
MEM 200.210938 1576609099.2227
MEM 200.210938 1576609099.3295
MEM 200.210938 1576609099.4369
MEM 200.210938 1576609099.5430
MEM 200.210938 1576609099.6492
MEM 200.210938 1576609099.7558
MEM 200.210938 1576609099.8618
MEM 200.210938 1576609099.9678
MEM 200.210938 1576609100.0737
MEM 200.210938 1576609100.1789
MEM 200.210938 1576609100.2841
MEM 200.210938 1576609100.3892
MEM 200.210938 1576609100.4944
MEM 200.210938 1576609100.5996
MEM 200.210938 1576609100.7047
MEM 200.210938 1576609100.8101
MEM 200.210938 1576609100.9252
MEM 200.210938 1576609101.0329
MEM 200.210938 1576609101.1380
MEM 200.210938 1576609101.2436
MEM 200.210938 1576609101.3489
MEM 201.714844 1576609101.4607
MEM 228.285156 1576609101.5676
MEM 202.855469 1576609101.6749
MEM 207.859375 1576609101.7816
MEM 213.445312 1576609101.8913
MEM 214.816406 1576609102.0010
MEM 215.738281 1576609102.1227
MEM 215.699219 1576609102.2294
MEM 215.660156 1576609102.3361
MEM 215.660156 1576609102.4432
MEM 215.660156 1576609102.5483
MEM 215.660156 1576609102.6546
MEM 215.660156 1576609102.7598
MEM 217.089844 1576609102.8669
MEM 236.890625 1576609102.9766
MEM 216.785156 1576609103.0906
MEM 217.050781 1576609103.2072
MEM 217.421875 1576609103.3199
MEM 218.113281 1576609103.4296
MEM 218.132812 1576609103.5473
MEM 218.113281 1576609103.6643
MEM 218.105469 1576609103.7712
MEM 218.105469 1576609103.8795
MEM 218.105469 1576609103.9846
MEM 218.105469 1576609104.0909
MEM 218.105469 1576609104.1963
MEM 236.949219 1576609104.3024
MEM 222.871094 1576609104.4122
MEM 218.925781 1576609104.5199
MEM 219.382812 1576609104.6299
MEM 219.386719 1576609104.7396
MEM 219.390625 1576609104.8593
MEM 219.484375 1576609104.9650
MEM 219.476562 1576609105.0721
MEM 219.476562 1576609105.1771
MEM 219.476562 1576609105.2832
MEM 219.476562 1576609105.3896
MEM 222.230469 1576609105.5044
MEM 246.503906 1576609105.6144
MEM 246.546875 1576609105.7261
MEM 223.019531 1576609105.8338
MEM 220.281250 1576609105.9445
MEM 220.281250 1576609106.0542
MEM 220.281250 1576609106.1771
MEM 220.281250 1576609106.2948
MEM 220.281250 1576609106.4022
MEM 220.281250 1576609106.5075
MEM 220.281250 1576609106.6127
MEM 220.281250 1576609106.7194
MEM 221.656250 1576609106.8319
MEM 241.632812 1576609106.9407
MEM 220.281250 1576609107.0474
MEM 220.281250 1576609107.1573
MEM 220.285156 1576609107.2670
MEM 220.281250 1576609107.3777
MEM 220.277344 1576609107.4894
MEM 220.277344 1576609107.5945
MEM 220.277344 1576609107.6997
MEM 220.277344 1576609107.8058
MEM 220.277344 1576609107.9159
MEM 220.277344 1576609108.0256
MEM 226.195312 1576609108.1393
MEM 236.546875 1576609108.2540
MEM 223.164062 1576609108.3607
MEM 220.460938 1576609108.4724
MEM 220.460938 1576609108.5813
MEM 220.667969 1576609108.7080
MEM 220.667969 1576609108.8227
MEM 220.667969 1576609108.9334
MEM 220.667969 1576609109.0401
MEM 220.667969 1576609109.1454
MEM 220.667969 1576609109.2541
MEM 220.667969 1576609109.3599
MEM 223.683594 1576609109.4659
MEM 226.957031 1576609109.5736
MEM 221.476562 1576609109.6808
MEM 221.476562 1576609109.7935
MEM 221.476562 1576609109.9072
MEM 221.476562 1576609110.0279
MEM 221.476562 1576609110.1386
MEM 221.476562 1576609110.2543
MEM 221.476562 1576609110.3630
MEM 221.476562 1576609110.4707
MEM 221.476562 1576609110.5759
MEM 226.480469 1576609110.6826
MEM 226.980469 1576609110.7913
MEM 221.625000 1576609110.9000
MEM 221.625000 1576609111.0107
MEM 221.800781 1576609111.1386
MEM 221.800781 1576609111.2622
MEM 221.800781 1576609111.3686
MEM 221.800781 1576609111.4744
MEM 221.800781 1576609111.5802
MEM 221.800781 1576609111.6865
MEM 224.550781 1576609111.7927
MEM 227.433594 1576609111.8994
MEM 222.781250 1576609112.0082
MEM 222.828125 1576609112.1191
MEM 222.976562 1576609112.2288
MEM 223.167969 1576609112.3425
MEM 223.167969 1576609112.4762
MEM 223.167969 1576609112.5931
MEM 223.167969 1576609112.7018
MEM 223.167969 1576609112.8075
MEM 223.167969 1576609112.9125
MEM 242.113281 1576609113.0204
MEM 250.347656 1576609113.1283
MEM 224.390625 1576609113.2371
MEM 224.515625 1576609113.3488
MEM 224.511719 1576609113.4645
MEM 224.511719 1576609113.5782
