CMDLINE C:\Users\Muell\Anaconda3\envs\Py3.7-TF2.0\python.exe wasseruhr.py
MEM 0.281250 1576608269.0087
MEM 13.695312 1576608269.1164
MEM 22.339844 1576608269.2232
MEM 28.804688 1576608269.3300
MEM 35.484375 1576608269.4357
MEM 39.546875 1576608269.5414
MEM 39.574219 1576608269.6491
MEM 39.574219 1576608269.7578
MEM 45.718750 1576608269.8653
MEM 72.128906 1576608269.9720
MEM 76.554688 1576608270.0780
MEM 80.421875 1576608270.1842
MEM 90.113281 1576608270.2894
MEM 96.261719 1576608270.3956
MEM 101.132812 1576608270.5059
MEM 102.730469 1576608270.6186
MEM 104.855469 1576608270.7273
MEM 110.910156 1576608270.8350
MEM 117.000000 1576608270.9467
MEM 121.433594 1576608271.0555
MEM 124.210938 1576608271.1652
MEM 127.394531 1576608271.2739
MEM 131.703125 1576608271.3836
MEM 137.476562 1576608271.4903
MEM 144.710938 1576608271.5980
MEM 147.105469 1576608271.7059
MEM 148.230469 1576608271.8136
MEM 150.476562 1576608271.9213
MEM 150.988281 1576608272.0273
MEM 154.710938 1576608272.1434
MEM 169.281250 1576608272.2506
MEM 171.894531 1576608272.3603
MEM 173.476562 1576608272.4660
MEM 174.250000 1576608272.5727
MEM 176.906250 1576608272.6785
MEM 181.292969 1576608272.7898
MEM 181.792969 1576608272.9065
MEM 185.597656 1576608273.0142
MEM 187.847656 1576608273.1210
MEM 191.765625 1576608273.2277
MEM 194.132812 1576608273.3344
MEM 200.339844 1576608273.4429
MEM 200.339844 1576608273.5481
MEM 200.339844 1576608273.6533
MEM 200.339844 1576608273.7584
MEM 200.339844 1576608273.8636
MEM 200.339844 1576608273.9690
MEM 200.339844 1576608274.0742
MEM 200.339844 1576608274.1794
MEM 200.339844 1576608274.2846
MEM 200.339844 1576608274.3899
MEM 200.339844 1576608274.4954
MEM 200.339844 1576608274.6026
MEM 200.339844 1576608274.7094
MEM 200.339844 1576608274.8153
MEM 200.339844 1576608274.9205
MEM 200.339844 1576608275.0255
MEM 200.339844 1576608275.1367
MEM 200.339844 1576608275.2464
MEM 200.339844 1576608275.3532
MEM 200.339844 1576608275.4583
MEM 200.339844 1576608275.5635
MEM 200.339844 1576608275.6697
MEM 200.339844 1576608275.7758
MEM 200.339844 1576608275.8808
MEM 200.339844 1576608275.9868
MEM 200.339844 1576608276.0932
MEM 200.339844 1576608276.1987
MEM 200.339844 1576608276.3073
MEM 200.339844 1576608276.4150
MEM 200.339844 1576608276.5207
MEM 200.339844 1576608276.6264
MEM 200.339844 1576608276.7328
MEM 200.339844 1576608276.8378
MEM 200.339844 1576608276.9429
MEM 200.339844 1576608277.0482
MEM 200.339844 1576608277.1531
MEM 200.339844 1576608277.2589
MEM 200.339844 1576608277.3679
MEM 200.339844 1576608277.4776
MEM 201.859375 1576608277.5903
MEM 223.402344 1576608277.6954
MEM 202.515625 1576608277.8030
MEM 202.863281 1576608277.9157
MEM 202.863281 1576608278.0409
MEM 202.863281 1576608278.1470
MEM 202.863281 1576608278.2532
MEM 202.863281 1576608278.3583
MEM 202.863281 1576608278.4642
MEM 202.863281 1576608278.5693
MEM 202.863281 1576608278.6745
MEM 202.863281 1576608278.7797
MEM 202.863281 1576608278.8849
MEM 202.863281 1576608278.9900
MEM 227.687500 1576608279.0959
MEM 205.804688 1576608279.2049
MEM 203.058594 1576608279.3202
MEM 203.058594 1576608279.4538
MEM 203.058594 1576608279.5589
MEM 203.058594 1576608279.6737
MEM 203.058594 1576608279.7798
MEM 203.058594 1576608279.8858
MEM 203.058594 1576608279.9913
MEM 206.757812 1576608280.0971
MEM 208.628906 1576608280.2070
MEM 203.156250 1576608280.3268
MEM 203.156250 1576608280.4395
MEM 203.156250 1576608280.5446
MEM 203.156250 1576608280.6507
MEM 203.156250 1576608280.7563
MEM 203.156250 1576608280.8614
MEM 203.156250 1576608280.9682
MEM 203.324219 1576608281.0785
MEM 208.421875 1576608281.1862
MEM 205.941406 1576608281.2961
MEM 203.191406 1576608281.4148
MEM 203.191406 1576608281.5245
MEM 203.191406 1576608281.6296
MEM 203.191406 1576608281.7357
MEM 203.191406 1576608281.8435
MEM 203.191406 1576608281.9552
MEM 203.191406 1576608282.0649
MEM 204.113281 1576608282.1758
MEM 208.425781 1576608282.2855
MEM 205.949219 1576608282.3923
MEM 203.199219 1576608282.5091
MEM 203.199219 1576608282.6218
MEM 203.199219 1576608282.7275
MEM 203.199219 1576608282.8344
MEM 203.199219 1576608282.9402
MEM 203.199219 1576608283.0454
MEM 203.199219 1576608283.1505
MEM 213.375000 1576608283.2562
MEM 229.484375 1576608283.3650
MEM 203.199219 1576608283.4864
MEM 203.199219 1576608283.5961
MEM 203.199219 1576608283.7050
MEM 203.199219 1576608283.8100
MEM 203.199219 1576608283.9167
MEM 203.199219 1576608284.0235
MEM 203.199219 1576608284.1336
MEM 205.949219 1576608284.2453
MEM 208.035156 1576608284.3560
MEM 227.367188 1576608284.4627
MEM 203.199219 1576608284.5784
MEM 203.199219 1576608284.6864
MEM 203.199219 1576608284.7938
MEM 203.199219 1576608284.9015
MEM 203.199219 1576608285.0073
MEM 203.199219 1576608285.1123
MEM 203.199219 1576608285.2257
MEM 209.183594 1576608285.3334
MEM 206.703125 1576608285.4411
MEM 203.953125 1576608285.5583
MEM 203.953125 1576608285.6700
MEM 203.953125 1576608285.7784
MEM 203.953125 1576608285.8844
MEM 203.953125 1576608285.9899
MEM 203.953125 1576608286.0951
MEM 208.933594 1576608286.2028
MEM 209.433594 1576608286.3085
MEM 203.953125 1576608286.4366
MEM 203.953125 1576608286.5593
MEM 203.953125 1576608286.6929
MEM 203.953125 1576608286.8037
MEM 203.953125 1576608286.9114
MEM 203.953125 1576608287.0175
MEM 203.953125 1576608287.1231
MEM 203.953125 1576608287.2282
MEM 203.953125 1576608287.3346
MEM 203.953125 1576608287.4404
MEM 203.953125 1576608287.5455
MEM 203.953125 1576608287.6517
MEM 203.953125 1576608287.7705
MEM 203.953125 1576608287.8792
MEM 203.953125 1576608287.9887
MEM 203.953125 1576608288.0984
MEM 203.953125 1576608288.2034
MEM 203.953125 1576608288.3085
MEM 203.953125 1576608288.4137
MEM 203.953125 1576608288.5187
