CMDLINE C:\Users\Muell\Anaconda3\envs\Py3.7-TF2.0\python.exe wasseruhr.py
MEM 0.171875 1576604593.9976
MEM 15.035156 1576604594.1052
MEM 22.503906 1576604594.2118
MEM 29.140625 1576604594.3176
MEM 35.382812 1576604594.4253
MEM 39.527344 1576604594.5330
MEM 39.531250 1576604594.6397
MEM 39.531250 1576604594.7464
MEM 45.593750 1576604594.8529
MEM 71.703125 1576604594.9589
MEM 76.558594 1576604595.0648
MEM 80.304688 1576604595.1702
MEM 90.046875 1576604595.2761
MEM 96.339844 1576604595.3836
MEM 101.738281 1576604595.4943
MEM 103.281250 1576604595.6050
MEM 105.843750 1576604595.7137
MEM 112.539062 1576604595.8204
MEM 119.617188 1576604595.9282
MEM 123.867188 1576604596.0369
MEM 128.527344 1576604596.1446
MEM 134.433594 1576604596.2523
MEM 138.312500 1576604596.3600
MEM 144.460938 1576604596.4679
MEM 145.613281 1576604596.5756
MEM 148.238281 1576604596.6823
MEM 148.953125 1576604596.7901
MEM 150.902344 1576604596.8971
MEM 151.355469 1576604597.0048
MEM 164.195312 1576604597.1115
MEM 171.128906 1576604597.2182
MEM 173.769531 1576604597.3239
MEM 174.808594 1576604597.4288
MEM 177.148438 1576604597.5356
MEM 181.925781 1576604597.6413
MEM 187.136719 1576604597.7518
MEM 187.714844 1576604597.8625
MEM 189.019531 1576604597.9714
MEM 192.308594 1576604598.0772
MEM 194.843750 1576604598.1839
MEM 200.808594 1576604598.2896
MEM 200.808594 1576604598.3952
MEM 200.808594 1576604598.5004
MEM 200.808594 1576604598.6056
MEM 200.808594 1576604598.7105
MEM 200.808594 1576604598.8186
MEM 200.808594 1576604598.9270
MEM 200.808594 1576604599.0377
MEM 200.808594 1576604599.1464
MEM 200.808594 1576604599.2541
MEM 200.808594 1576604599.3593
MEM 200.808594 1576604599.4690
MEM 200.808594 1576604599.5746
MEM 200.808594 1576604599.6798
MEM 200.808594 1576604599.7862
MEM 200.808594 1576604599.8937
MEM 200.808594 1576604600.0093
MEM 200.808594 1576604600.1200
MEM 200.808594 1576604600.2287
MEM 200.808594 1576604600.3338
MEM 200.808594 1576604600.4426
MEM 200.808594 1576604600.5500
MEM 200.808594 1576604600.6562
MEM 200.808594 1576604600.7613
MEM 200.808594 1576604600.8665
MEM 200.808594 1576604600.9716
