CMDLINE C:\Users\Muell\Anaconda3\envs\Py3.7-TF2.0\python.exe wasseruhr.py
MEM 0.441406 1576608748.4261
MEM 12.964844 1576608748.5328
MEM 20.410156 1576608748.6455
MEM 23.898438 1576608748.7612
MEM 27.449219 1576608748.8699
MEM 32.539062 1576608748.9756
MEM 37.714844 1576608749.0853
MEM 39.527344 1576608749.1920
MEM 39.527344 1576608749.2987
MEM 42.164062 1576608749.4056
MEM 51.644531 1576608749.5138
MEM 71.980469 1576608749.6215
MEM 76.601562 1576608749.7282
MEM 76.742188 1576608749.8389
MEM 79.039062 1576608749.9486
MEM 84.406250 1576608750.0554
MEM 93.015625 1576608750.1621
MEM 100.433594 1576608750.2698
MEM 104.851562 1576608750.3765
MEM 111.464844 1576608750.4822
MEM 119.546875 1576608750.5900
MEM 124.164062 1576608750.6978
MEM 130.421875 1576608750.8046
MEM 135.644531 1576608750.9142
MEM 137.394531 1576608751.0269
MEM 139.609375 1576608751.1356
MEM 144.546875 1576608751.2436
MEM 147.890625 1576608751.3503
MEM 148.628906 1576608751.4580
MEM 151.332031 1576608751.5657
MEM 151.902344 1576608751.6726
MEM 164.609375 1576608751.7803
MEM 171.089844 1576608751.8870
MEM 173.066406 1576608751.9927
MEM 174.625000 1576608752.1004
MEM 176.070312 1576608752.2064
MEM 178.832031 1576608752.3141
MEM 183.039062 1576608752.4209
MEM 188.964844 1576608752.5276
MEM 192.894531 1576608752.6335
MEM 195.207031 1576608752.7395
MEM 200.898438 1576608752.8467
MEM 200.898438 1576608752.9517
MEM 200.898438 1576608753.0568
MEM 200.898438 1576608753.1623
MEM 200.898438 1576608753.2719
MEM 200.898438 1576608753.3816
MEM 200.898438 1576608753.4892
MEM 200.898438 1576608753.5942
MEM 200.898438 1576608753.7019
MEM 200.898438 1576608753.8068
MEM 200.898438 1576608753.9140
MEM 200.898438 1576608754.0191
MEM 200.898438 1576608754.1243
MEM 200.898438 1576608754.2294
MEM 200.898438 1576608754.3350
MEM 200.898438 1576608754.4402
MEM 200.898438 1576608754.5451
MEM 200.898438 1576608754.6506
MEM 200.898438 1576608754.7555
MEM 200.898438 1576608754.8621
MEM 200.898438 1576608754.9681
MEM 200.898438 1576608755.0734
MEM 200.898438 1576608755.1792
MEM 200.898438 1576608755.2844
MEM 200.898438 1576608755.3895
MEM 200.898438 1576608755.5001
MEM 200.898438 1576608755.6098
MEM 200.898438 1576608755.7177
MEM 200.898438 1576608755.8228
MEM 200.898438 1576608755.9289
MEM 200.898438 1576608756.0343
MEM 200.898438 1576608756.1393
MEM 200.898438 1576608756.2460
MEM 200.898438 1576608756.3519
MEM 200.898438 1576608756.4606
MEM 200.898438 1576608756.5675
MEM 200.898438 1576608756.6737
MEM 200.898438 1576608756.7800
MEM 200.898438 1576608756.8852
MEM 200.898438 1576608756.9903
MEM 200.898438 1576608757.0965
MEM 200.898438 1576608757.2017
MEM 200.898438 1576608757.3075
MEM 200.898438 1576608757.4131
MEM 200.898438 1576608757.5183
MEM 200.898438 1576608757.6234
MEM 200.898438 1576608757.7336
MEM 200.898438 1576608757.8443
MEM 200.898438 1576608757.9520
MEM 200.898438 1576608758.0571
MEM 200.898438 1576608758.1622
MEM 200.898438 1576608758.2676
MEM 200.898438 1576608758.3726
MEM 200.898438 1576608758.4782
MEM 200.898438 1576608758.5842
MEM 200.898438 1576608758.6894
MEM 200.898438 1576608758.7946
MEM 200.898438 1576608758.8998
MEM 200.898438 1576608759.0076
MEM 200.898438 1576608759.1146
MEM 200.898438 1576608759.2197
MEM 200.898438 1576608759.3249
MEM 200.898438 1576608759.4301
MEM 200.898438 1576608759.5354
MEM 200.898438 1576608759.6405
MEM 200.898438 1576608759.7457
MEM 200.898438 1576608759.8515
MEM 200.898438 1576608759.9606
MEM 200.898438 1576608760.0723
MEM 200.898438 1576608760.1792
MEM 200.898438 1576608760.2851
MEM 200.898438 1576608760.3904
MEM 200.898438 1576608760.4965
MEM 200.898438 1576608760.6023
MEM 200.898438 1576608760.7086
MEM 200.898438 1576608760.8138
MEM 200.898438 1576608760.9205
MEM 200.898438 1576608761.0275
MEM 200.898438 1576608761.1328
MEM 200.898438 1576608761.2440
MEM 200.898438 1576608761.3578
MEM 200.898438 1576608761.4649
MEM 200.898438 1576608761.5717
MEM 200.898438 1576608761.6797
MEM 200.898438 1576608761.7860
MEM 200.898438 1576608761.8912
MEM 200.898438 1576608761.9984
MEM 200.898438 1576608762.1052
MEM 200.898438 1576608762.2322
MEM 200.898438 1576608762.3419
MEM 200.898438 1576608762.4536
MEM 200.898438 1576608762.5587
MEM 200.898438 1576608762.6642
MEM 200.898438 1576608762.7700
MEM 200.898438 1576608762.8767
MEM 200.898438 1576608762.9838
MEM 200.898438 1576608763.0959
MEM 200.898438 1576608763.2022
MEM 200.898438 1576608763.3074
MEM 200.898438 1576608763.4148
MEM 200.898438 1576608763.5210
MEM 200.898438 1576608763.6270
MEM 200.898438 1576608763.7334
MEM 200.898438 1576608763.8402
MEM 200.898438 1576608763.9465
MEM 200.898438 1576608764.0517
MEM 200.898438 1576608764.1569
MEM 200.898438 1576608764.2630
MEM 200.898438 1576608764.3682
MEM 200.898438 1576608764.4748
MEM 200.898438 1576608764.5891
MEM 200.898438 1576608764.6965
MEM 200.898438 1576608764.8025
MEM 200.898438 1576608764.9082
MEM 200.898438 1576608765.0133
MEM 202.207031 1576608765.1262
MEM 207.957031 1576608765.2339
MEM 205.671875 1576608765.3414
MEM 206.925781 1576608765.4491
MEM 212.226562 1576608765.5578
MEM 213.437500 1576608765.6665
MEM 214.960938 1576608765.7774
MEM 214.964844 1576608765.8901
MEM 214.964844 1576608765.9968
MEM 214.964844 1576608766.1022
MEM 214.964844 1576608766.2084
MEM 214.964844 1576608766.3160
MEM 214.964844 1576608766.4229
MEM 214.964844 1576608766.5280
MEM 214.964844 1576608766.6329
MEM 214.964844 1576608766.7396
MEM 219.230469 1576608766.8522
MEM 220.160156 1576608766.9639
MEM 221.238281 1576608767.0737
MEM 216.085938 1576608767.1814
MEM 217.906250 1576608767.2893
MEM 217.976562 1576608767.4010
MEM 217.984375 1576608767.5127
MEM 217.984375 1576608767.6184
MEM 217.984375 1576608767.7238
MEM 217.984375 1576608767.8302
MEM 217.984375 1576608767.9374
MEM 217.984375 1576608768.0426
MEM 217.984375 1576608768.1477
MEM 220.757812 1576608768.2569
MEM 245.394531 1576608768.3646
MEM 219.171875 1576608768.4713
MEM 219.492188 1576608768.5805
MEM 219.726562 1576608768.6915
MEM 219.726562 1576608768.8092
MEM 219.726562 1576608768.9259
MEM 219.726562 1576608769.0327
MEM 219.726562 1576608769.1438
MEM 219.726562 1576608769.2567
MEM 219.726562 1576608769.3674
MEM 219.726562 1576608769.4741
MEM 222.476562 1576608769.5814
MEM 224.875000 1576608769.6885
MEM 220.535156 1576608769.7983
MEM 220.535156 1576608769.9060
MEM 220.539062 1576608770.0147
MEM 220.539062 1576608770.1314
MEM 220.539062 1576608770.2381
MEM 220.539062 1576608770.3448
MEM 220.539062 1576608770.4508
MEM 220.539062 1576608770.5559
MEM 220.539062 1576608770.6620
MEM 227.097656 1576608770.7688
MEM 232.671875 1576608770.8755
MEM 221.316406 1576608770.9840
MEM 221.316406 1576608771.0957
MEM 221.316406 1576608771.2089
MEM 221.316406 1576608771.3236
MEM 221.316406 1576608771.4393
MEM 221.316406 1576608771.5540
MEM 221.316406 1576608771.6607
MEM 221.316406 1576608771.7668
MEM 247.750000 1576608771.8732
MEM 225.335938 1576608771.9859
MEM 221.503906 1576608772.0936
MEM 221.500000 1576608772.2036
MEM 221.722656 1576608772.3372
MEM 221.722656 1576608772.4529
MEM 221.722656 1576608772.5626
MEM 221.722656 1576608772.6723
MEM 221.722656 1576608772.7812
MEM 221.722656 1576608772.8879
MEM 227.824219 1576608772.9957
MEM 225.324219 1576608773.1024
MEM 222.046875 1576608773.2103
MEM 222.359375 1576608773.3210
MEM 222.398438 1576608773.4357
MEM 222.386719 1576608773.5593
MEM 222.371094 1576608773.6653
MEM 222.371094 1576608773.7831
MEM 222.371094 1576608773.8918
MEM 222.371094 1576608773.9978
MEM 223.753906 1576608774.1081
MEM 233.636719 1576608774.2160
MEM 223.183594 1576608774.3217
MEM 223.308594 1576608774.4284
MEM 223.437500 1576608774.5421
MEM 223.429688 1576608774.6568
MEM 223.429688 1576608774.7635
MEM 223.429688 1576608774.8709
MEM 223.429688 1576608774.9776
MEM 223.429688 1576608775.0863
MEM 223.429688 1576608775.1940
MEM 226.929688 1576608775.3049
MEM 228.914062 1576608775.4117
MEM 223.777344 1576608775.5204
MEM 223.738281 1576608775.6311
MEM 223.730469 1576608775.7461
MEM 223.730469 1576608775.8668
MEM 223.730469 1576608775.9724
MEM 223.730469 1576608776.0861
MEM 223.730469 1576608776.1938
MEM 223.730469 1576608776.3000
MEM 226.480469 1576608776.4056
MEM 250.445312 1576608776.5139
MEM 224.343750 1576608776.6216
MEM 224.695312 1576608776.7326
MEM 224.714844 1576608776.8413
MEM 224.753906 1576608776.9579
MEM 224.753906 1576608777.0766
MEM 224.753906 1576608777.1835
MEM 224.753906 1576608777.2903
MEM 224.753906 1576608777.3964
MEM 224.753906 1576608777.5030
MEM 224.753906 1576608777.6089
MEM 224.753906 1576608777.7151
MEM 224.753906 1576608777.8212
MEM 224.753906 1576608777.9262
MEM 224.753906 1576608778.0324
MEM 224.753906 1576608778.1386
