CMDLINE C:\Users\Muell\Anaconda3\envs\Py3.7-TF2.0\python.exe wasseruhr.py
MEM 0.406250 1576608093.5293
MEM 14.746094 1576608093.6360
MEM 22.488281 1576608093.7419
MEM 28.917969 1576608093.8487
MEM 35.449219 1576608093.9564
MEM 39.578125 1576608094.0623
MEM 39.582031 1576608094.1720
MEM 39.832031 1576608094.2788
MEM 44.054688 1576608094.3892
MEM 49.484375 1576608094.4979
MEM 71.250000 1576608094.6049
MEM 76.453125 1576608094.7126
MEM 78.773438 1576608094.8196
MEM 86.847656 1576608094.9273
MEM 94.269531 1576608095.0350
MEM 102.058594 1576608095.1425
MEM 106.183594 1576608095.2497
MEM 112.253906 1576608095.3564
MEM 119.910156 1576608095.4641
MEM 125.000000 1576608095.5711
MEM 130.585938 1576608095.6780
MEM 137.230469 1576608095.7853
MEM 144.687500 1576608095.8920
MEM 146.933594 1576608095.9998
MEM 148.468750 1576608096.1076
MEM 150.074219 1576608096.2153
MEM 151.085938 1576608096.3231
MEM 151.625000 1576608096.4318
MEM 161.507812 1576608096.5447
MEM 164.105469 1576608096.6683
MEM 164.105469 1576608096.7890
MEM 164.289062 1576608096.9057
MEM 169.695312 1576608097.0144
MEM 171.968750 1576608097.1211
MEM 173.574219 1576608097.2269
MEM 175.015625 1576608097.3346
MEM 177.867188 1576608097.4403
MEM 182.191406 1576608097.5470
MEM 187.902344 1576608097.6523
MEM 192.046875 1576608097.7581
MEM 194.117188 1576608097.8641
MEM 200.621094 1576608097.9706
MEM 200.621094 1576608098.0755
MEM 200.621094 1576608098.1819
MEM 200.621094 1576608098.2871
MEM 200.621094 1576608098.3923
MEM 200.621094 1576608098.4975
MEM 200.621094 1576608098.6026
MEM 200.621094 1576608098.7078
MEM 200.621094 1576608098.8142
MEM 200.621094 1576608098.9195
MEM 200.621094 1576608099.0309
MEM 200.621094 1576608099.1426
MEM 200.621094 1576608099.2503
MEM 200.621094 1576608099.3555
MEM 200.621094 1576608099.4610
MEM 200.621094 1576608099.5671
MEM 200.621094 1576608099.6724
MEM 200.621094 1576608099.7784
MEM 200.621094 1576608099.8835
MEM 200.621094 1576608099.9887
MEM 200.621094 1576608100.0939
MEM 200.621094 1576608100.1990
MEM 200.621094 1576608100.3060
MEM 200.621094 1576608100.4122
MEM 200.621094 1576608100.5184
MEM 200.621094 1576608100.6241
MEM 200.621094 1576608100.7305
MEM 200.621094 1576608100.8362
MEM 200.621094 1576608100.9414
MEM 200.621094 1576608101.0465
MEM 200.621094 1576608101.1517
MEM 200.621094 1576608101.2633
MEM 200.621094 1576608101.3720
MEM 200.621094 1576608101.4797
MEM 200.621094 1576608101.5852
MEM 200.621094 1576608101.6905
MEM 200.621094 1576608101.7978
MEM 200.621094 1576608101.9035
MEM 200.621094 1576608102.0090
MEM 200.621094 1576608102.1141
MEM 200.621094 1576608102.2193
MEM 200.621094 1576608102.3244
MEM 200.621094 1576608102.4295
MEM 200.621094 1576608102.5348
MEM 200.621094 1576608102.6399
MEM 200.621094 1576608102.7450
MEM 200.621094 1576608102.8502
