CMDLINE C:\Users\Muell\Anaconda3\envs\Py3.7-TF2.0\python.exe wasseruhr.py
MEM 0.441406 1576604046.0166
MEM 15.449219 1576604046.1223
MEM 23.746094 1576604046.2280
MEM 29.796875 1576604046.3370
MEM 36.753906 1576604046.4442
MEM 39.527344 1576604046.5523
MEM 39.566406 1576604046.6600
MEM 39.589844 1576604046.7667
MEM 46.992188 1576604046.8728
MEM 72.171875 1576604046.9798
MEM 76.503906 1576604047.0865
MEM 79.187500 1576604047.1952
MEM 86.933594 1576604047.3029
MEM 93.363281 1576604047.4130
MEM 96.792969 1576604047.5237
MEM 101.621094 1576604047.6334
MEM 103.914062 1576604047.7441
MEM 105.523438 1576604047.8598
MEM 107.484375 1576604047.9745
MEM 108.992188 1576604048.0852
MEM 111.871094 1576604048.1959
MEM 118.113281 1576604048.3046
MEM 123.078125 1576604048.4113
MEM 127.476562 1576604048.5180
MEM 134.640625 1576604048.6237
MEM 139.496094 1576604048.7304
MEM 145.039062 1576604048.8383
MEM 147.742188 1576604048.9452
MEM 148.679688 1576604049.0529
MEM 150.738281 1576604049.1606
MEM 151.343750 1576604049.2683
MEM 165.648438 1576604049.3792
MEM 170.746094 1576604049.4859
MEM 173.250000 1576604049.5917
MEM 174.304688 1576604049.6984
MEM 176.882812 1576604049.8043
MEM 181.246094 1576604049.9120
MEM 186.773438 1576604050.0185
MEM 190.644531 1576604050.1262
MEM 192.726562 1576604050.2336
MEM 195.105469 1576604050.3475
MEM 195.953125 1576604050.4562
MEM 200.472656 1576604050.5640
MEM 200.472656 1576604050.6692
MEM 200.472656 1576604050.7744
MEM 200.472656 1576604050.8817
MEM 200.472656 1576604050.9868
MEM 200.472656 1576604051.0920
MEM 200.472656 1576604051.1972
MEM 200.472656 1576604051.3026
MEM 200.472656 1576604051.4097
MEM 200.472656 1576604051.5160
MEM 200.472656 1576604051.6228
MEM 200.472656 1576604051.7296
MEM 200.472656 1576604051.8357
MEM 200.472656 1576604051.9432
MEM 200.472656 1576604052.0497
MEM 200.472656 1576604052.1562
MEM 200.472656 1576604052.2653
MEM 200.472656 1576604052.3704
MEM 200.472656 1576604052.4801
MEM 200.472656 1576604052.5968
MEM 200.472656 1576604052.7095
MEM 200.472656 1576604052.8312
MEM 200.472656 1576604052.9499
MEM 200.472656 1576604053.0676
MEM 200.472656 1576604053.1741
MEM 200.472656 1576604053.2799
MEM 200.472656 1576604053.3852
MEM 200.472656 1576604053.4910
MEM 200.472656 1576604053.5981
MEM 200.472656 1576604053.7032
MEM 200.472656 1576604053.8087
MEM 200.472656 1576604053.9148
MEM 200.472656 1576604054.0200
MEM 200.472656 1576604054.1261
MEM 200.472656 1576604054.2313
MEM 200.472656 1576604054.3364
MEM 200.472656 1576604054.4415
MEM 200.472656 1576604054.5468
MEM 200.503906 1576604054.6585
MEM 200.503906 1576604054.7636
MEM 200.503906 1576604054.8706
MEM 200.503906 1576604054.9762
MEM 200.503906 1576604055.0887
MEM 200.503906 1576604055.1994
MEM 200.503906 1576604055.3055
MEM 200.503906 1576604055.4106
MEM 200.503906 1576604055.5158
MEM 200.503906 1576604055.6210
MEM 200.503906 1576604055.7275
MEM 200.503906 1576604055.8342
MEM 200.503906 1576604055.9393
MEM 200.503906 1576604056.0447
MEM 200.503906 1576604056.1499
MEM 200.503906 1576604056.2556
MEM 200.503906 1576604056.3612
MEM 200.503906 1576604056.4771
MEM 200.503906 1576604056.5825
MEM 200.503906 1576604056.6882
MEM 200.503906 1576604056.7965
MEM 200.503906 1576604056.9016
MEM 200.503906 1576604057.0068
MEM 200.503906 1576604057.1120
MEM 200.503906 1576604057.2171
MEM 200.503906 1576604057.3273
MEM 200.503906 1576604057.4380
MEM 200.503906 1576604057.5450
MEM 200.503906 1576604057.6501
MEM 200.503906 1576604057.7551
MEM 200.503906 1576604057.8601
MEM 200.503906 1576604057.9666
MEM 200.503906 1576604058.0732
MEM 200.503906 1576604058.1792
MEM 200.503906 1576604058.2859
MEM 200.503906 1576604058.3911
MEM 200.503906 1576604058.4970
MEM 200.503906 1576604058.6024
MEM 200.503906 1576604058.7076
MEM 200.503906 1576604058.8136
MEM 200.503906 1576604058.9188
MEM 200.503906 1576604059.0237
MEM 200.503906 1576604059.1289
MEM 200.503906 1576604059.2350
MEM 200.503906 1576604059.3402
MEM 200.503906 1576604059.4551
MEM 200.503906 1576604059.5671
MEM 200.503906 1576604059.6818
MEM 200.503906 1576604059.7895
MEM 200.503906 1576604059.8947
MEM 200.503906 1576604060.0009
MEM 200.503906 1576604060.1080
MEM 200.503906 1576604060.2145
MEM 200.503906 1576604060.3198
MEM 200.503906 1576604060.4260
MEM 200.503906 1576604060.5312
MEM 200.503906 1576604060.6364
MEM 200.503906 1576604060.7432
MEM 200.503906 1576604060.8489
MEM 200.503906 1576604060.9555
MEM 200.503906 1576604061.0724
MEM 200.503906 1576604061.1820
MEM 200.503906 1576604061.2947
MEM 200.503906 1576604061.4054
MEM 200.503906 1576604061.5190
MEM 200.503906 1576604061.6277
MEM 200.503906 1576604061.7344
MEM 200.503906 1576604061.8463
MEM 200.503906 1576604061.9590
MEM 200.503906 1576604062.0655
MEM 200.503906 1576604062.1711
MEM 200.503906 1576604062.2763
MEM 200.503906 1576604062.3815
MEM 200.503906 1576604062.4875
MEM 200.503906 1576604062.5927
MEM 200.503906 1576604062.6983
MEM 200.503906 1576604062.8037
MEM 200.503906 1576604062.9089
